asin,first_timestamp,last_timestamp,reference_start_position,reference_end_position,reference_n,reference_mean,reference_count_1,reference_count_2,reference_count_3,reference_count_4,reference_count_5,calibration_1_start_position,calibration_1_end_position,calibration_1_n,calibration_1_mean,calibration_1_count_1,calibration_1_count_2,calibration_1_count_3,calibration_1_count_4,calibration_1_count_5,calibration_2_start_position,calibration_2_end_position,calibration_2_n,calibration_2_mean,calibration_2_count_1,calibration_2_count_2,calibration_2_count_3,calibration_2_count_4,calibration_2_count_5,experimental_A_start_position,experimental_A_end_position,experimental_A_n,experimental_A_mean,experimental_A_count_1,experimental_A_count_2,experimental_A_count_3,experimental_A_count_4,experimental_A_count_5,experimental_B_start_position,experimental_B_end_position,experimental_B_n,experimental_B_mean,experimental_B_count_1,experimental_B_count_2,experimental_B_count_3,experimental_B_count_4,experimental_B_count_5,holdout_1_start_position,holdout_1_end_position,holdout_1_n,holdout_1_mean,holdout_1_count_1,holdout_1_count_2,holdout_1_count_3,holdout_1_count_4,holdout_1_count_5,holdout_2_start_position,holdout_2_end_position,holdout_2_n,holdout_2_mean,holdout_2_count_1,holdout_2_count_2,holdout_2_count_3,holdout_2_count_4,holdout_2_count_5
B081W7G5X3,1260819605000,1489163476000,1,120,120,3.4,26,8,18,28,40,121,150,30,2.966666666666667,6,5,8,6,5,151,180,30,3.033333333333333,5,6,8,5,6,181,210,30,3.2,8,4,2,6,10,211,240,30,2.933333333333333,11,1,3,9,6,241,270,30,3.3666666666666667,7,4,4,1,14,271,300,30,2.6,10,7,3,5,5
B081W817PN,1260403369000,1545451852066,1,120,120,3.066666666666667,29,16,21,26,28,121,150,30,3.5,4,5,4,6,11,151,180,30,2.7333333333333334,10,5,5,3,7,181,210,30,3.4,8,1,5,3,13,211,240,30,3.1,9,4,3,3,11,241,270,30,2.966666666666667,10,3,3,6,8,271,300,30,3.0,7,7,4,3,9
B081W8PRQM,1176569169000,1448315309000,1,120,120,4.008333333333334,16,5,9,22,68,121,150,30,4.1,3,3,1,4,19,151,180,30,4.233333333333333,3,2,2,1,22,181,210,30,4.233333333333333,3,3,0,2,22,211,240,30,4.4,2,2,0,4,22,241,270,30,4.566666666666666,1,2,1,1,25,271,300,30,4.0,4,1,4,3,18
B081W9JY8D,1109876204000,1426376351000,1,120,120,4.175,8,7,13,20,72,121,150,30,3.966666666666667,3,1,5,6,15,151,180,30,4.3,2,1,3,4,20,181,210,30,4.266666666666667,3,1,2,3,21,211,240,30,4.6,0,1,2,5,22,241,270,30,4.433333333333334,2,1,1,4,22,271,300,30,4.5,1,2,1,3,23
B081W9VK54,1257163437000,1458223973000,1,120,120,4.741666666666666,3,1,3,10,103,121,150,30,4.866666666666666,0,0,1,2,27,151,180,30,4.966666666666667,0,0,0,1,29,181,210,30,4.966666666666667,0,0,0,1,29,211,240,30,4.633333333333334,0,2,1,3,24,241,270,30,4.666666666666667,1,1,0,3,25,271,300,30,4.933333333333334,0,0,0,2,28
B081WGR7T2,1316640382000,1405627564000,1,120,120,4.325,4,8,10,21,77,121,150,30,4.166666666666667,3,1,1,8,17,151,180,30,4.466666666666667,2,1,0,5,22,181,210,30,3.6333333333333333,7,1,2,6,14,211,240,30,3.966666666666667,2,3,6,2,17,241,270,30,4.133333333333334,4,3,0,1,22,271,300,30,3.933333333333333,4,2,3,4,17
B081WH1R4Q,1509642972740,1606247686336,1,120,120,4.375,7,5,9,14,85,121,150,30,4.4,3,0,2,2,23,151,180,30,4.633333333333334,1,1,1,2,25,181,210,30,4.633333333333334,0,0,1,9,20,211,240,30,3.933333333333333,6,0,2,4,18,241,270,30,3.8333333333333335,5,3,2,2,18,271,300,30,4.033333333333333,3,2,3,5,17
B081XQZ9FJ,1295154052000,1394601003000,1,120,120,3.825,17,6,20,15,62,121,150,30,3.9,6,1,2,2,19,151,180,30,4.433333333333334,2,0,1,7,20,181,210,30,3.966666666666667,5,0,3,5,17,211,240,30,4.366666666666666,3,0,1,5,21,241,270,30,4.166666666666667,2,2,4,3,19,271,300,30,4.266666666666667,2,2,2,4,20
B081YCY1VN,1274995421000,1497641475975,1,120,120,4.666666666666667,1,2,3,24,90,121,150,30,4.5,0,1,3,6,20,151,180,30,4.733333333333333,1,0,0,4,25,181,210,30,4.633333333333334,0,1,2,4,23,211,240,30,4.366666666666666,2,1,1,6,20,241,270,30,4.766666666666667,0,0,0,7,23,271,300,30,4.5,1,1,1,6,21
B081YRYM3V,1539637039700,1554551707684,1,120,120,4.716666666666667,1,2,4,16,97,121,150,30,4.233333333333333,3,3,0,2,22,151,180,30,4.366666666666666,1,2,2,5,20,181,210,30,4.366666666666666,1,3,1,4,21,211,240,30,4.3,2,0,5,3,20,241,270,30,4.466666666666667,2,2,1,0,25,271,300,30,4.2,4,1,1,3,21
B081Z4DDVY,1546306450607,1594870920776,1,120,120,4.783333333333333,2,0,3,12,103,121,150,30,4.833333333333333,0,1,1,0,28,151,180,30,4.9,0,0,0,3,27,181,210,30,4.866666666666666,0,0,1,2,27,211,240,30,4.733333333333333,1,0,1,2,26,241,270,30,4.866666666666666,1,0,0,0,29,271,300,30,4.6,2,1,0,1,26
B081ZD895R,1448770791000,1541686203206,1,120,120,4.741666666666666,2,2,3,11,102,121,150,30,4.766666666666667,0,1,0,4,25,151,180,30,4.7,1,0,1,3,25,181,210,30,4.5,2,1,1,2,24,211,240,30,4.466666666666667,2,1,1,3,23,241,270,30,4.066666666666666,5,1,2,1,21,271,300,30,4.266666666666667,3,2,1,2,22
B081ZDFWZZ,1486218940000,1592942035915,1,120,120,4.408333333333333,8,3,6,18,85,121,150,30,4.566666666666666,2,0,1,3,24,151,180,30,4.3,4,0,1,3,22,181,210,30,4.2,2,1,4,5,18,211,240,30,4.233333333333333,2,2,2,5,19,241,270,30,4.766666666666667,1,0,1,1,27,271,300,30,4.433333333333334,1,1,3,4,21
B081ZHJNH9,1573999619193,1637445942384,1,120,120,4.675,0,6,2,17,95,121,150,30,4.633333333333334,1,0,2,3,24,151,180,30,4.633333333333334,1,1,1,2,25,181,210,30,4.6,1,0,2,4,23,211,240,30,4.733333333333333,0,1,0,5,24,241,270,30,4.766666666666667,1,0,0,3,26,271,300,30,4.3,4,1,0,2,23
B081ZHW5DS,1286848046000,1619531042651,1,120,120,4.858333333333333,1,0,2,9,108,121,150,30,4.933333333333334,0,0,0,2,28,151,180,30,4.966666666666667,0,0,0,1,29,181,210,30,4.8,1,0,0,2,27,211,240,30,4.8,1,0,1,0,28,241,270,30,4.8,1,0,1,0,28,271,300,30,4.933333333333334,0,0,1,0,29
B081ZL3XQ1,1517452094000,1530879330137,1,120,120,4.508333333333334,9,1,3,14,93,121,150,30,4.8,1,0,0,2,27,151,180,30,4.5,1,2,1,3,23,181,210,30,4.3,3,1,1,4,21,211,240,30,4.366666666666666,4,0,0,3,23,241,270,30,4.333333333333333,4,0,1,2,23,271,300,30,4.533333333333333,3,0,0,2,25
B081ZNFY2X,1200865504000,1479695097000,1,120,120,4.333333333333333,2,4,13,34,67,121,150,30,4.633333333333334,0,2,1,3,24,151,180,30,4.4,1,1,2,7,19,181,210,30,4.266666666666667,3,1,2,3,21,211,240,30,4.633333333333334,2,0,0,3,25,241,270,30,4.833333333333333,0,0,0,5,25,271,300,30,4.733333333333333,1,0,0,4,25
B081ZR1985,1309453187000,1577150468263,1,120,120,4.691666666666666,0,2,5,21,92,121,150,30,4.6,2,0,0,4,24,151,180,30,4.733333333333333,1,0,0,4,25,181,210,30,4.533333333333333,1,1,1,5,22,211,240,30,4.8,0,0,1,4,25,241,270,30,4.8,0,0,2,2,26,271,300,30,4.566666666666666,1,1,0,6,22
B081ZRZ87Y,1460654010000,1508363938455,1,120,120,4.325,4,6,13,21,76,121,150,30,4.033333333333333,0,5,4,6,15,151,180,30,4.3,1,3,2,4,20,181,210,30,4.166666666666667,2,2,2,7,17,211,240,30,4.133333333333334,3,2,2,4,19,241,270,30,4.3,1,0,4,9,16,271,300,30,4.366666666666666,2,2,2,1,23
B081ZS55L8,1285437226000,1472279946000,1,120,120,4.708333333333333,1,1,2,24,92,121,150,30,4.633333333333334,0,0,4,3,23,151,180,30,4.5,1,1,2,4,22,181,210,30,4.633333333333334,0,2,0,5,23,211,240,30,4.566666666666666,1,0,0,9,20,241,270,30,4.4,1,1,3,5,20,271,300,30,4.566666666666666,1,1,1,4,23
B081ZV4Q26,1541631485992,1613199230773,1,120,120,4.575,6,3,6,6,99,121,150,30,4.4,2,1,1,5,21,151,180,30,4.733333333333333,1,0,0,4,25,181,210,30,4.666666666666667,0,1,1,5,23,211,240,30,4.866666666666666,0,0,0,4,26,241,270,30,4.8,1,0,0,2,27,271,300,30,4.9,0,0,0,3,27
B081ZY39KS,1542651541111,1579063808605,1,120,120,4.641666666666667,2,3,6,14,95,121,150,30,4.5,2,0,2,3,23,151,180,30,4.6,2,0,0,4,24,181,210,30,4.533333333333333,2,1,1,1,25,211,240,30,4.233333333333333,1,3,5,0,21,241,270,30,4.4,2,0,4,2,22,271,300,30,4.5,2,0,2,3,23
B08215QV64,1582260830700,1646696273057,1,120,120,4.383333333333334,8,6,7,10,89,121,150,30,4.233333333333333,2,1,4,4,19,151,180,30,4.266666666666667,4,1,0,3,22,181,210,30,4.133333333333334,4,0,3,4,19,211,240,30,3.8666666666666667,5,3,1,3,18,241,270,30,4.233333333333333,4,2,0,1,23,271,300,30,3.7,7,2,1,3,17
B08216KCTF,1479771685000,1533683305497,1,120,120,4.6,5,2,2,18,93,121,150,30,4.733333333333333,0,0,2,4,24,151,180,30,4.5,1,1,1,6,21,181,210,30,4.8,0,0,2,2,26,211,240,30,4.4,1,0,3,8,18,241,270,30,4.666666666666667,1,1,1,1,26,271,300,30,4.766666666666667,0,0,1,5,24
B08218X3CB,1433008104000,1540745133627,1,120,120,4.008333333333334,18,4,4,27,67,121,150,30,4.166666666666667,2,1,4,6,17,151,180,30,4.0,3,3,1,7,16,181,210,30,3.9,5,2,1,5,17,211,240,30,4.566666666666666,0,0,3,7,20,241,270,30,4.566666666666666,1,1,2,2,24,271,300,30,4.566666666666666,1,1,2,2,24
B0821J88YR,1540329781867,1615426936645,1,120,120,4.658333333333333,4,4,1,11,100,121,150,30,4.533333333333333,0,2,1,6,21,151,180,30,4.533333333333333,0,2,3,2,23,181,210,30,4.5,1,2,0,5,22,211,240,30,4.566666666666666,2,0,1,3,24,241,270,30,4.333333333333333,3,1,1,3,22,271,300,30,4.4,1,0,4,6,19
B0821K4TDW,1592980706433,1659386943564,1,120,120,4.566666666666666,6,3,4,11,96,121,150,30,4.4,2,1,2,3,22,151,180,30,4.266666666666667,0,3,3,7,17,181,210,30,4.0,4,2,3,2,19,211,240,30,4.266666666666667,2,3,2,1,22,241,270,30,3.933333333333333,3,5,2,1,19,271,300,30,4.0,4,2,3,2,19
B0821QZP7D,1450063946000,1525714857841,1,120,120,4.55,3,0,15,12,90,121,150,30,4.666666666666667,1,0,1,4,24,151,180,30,4.7,0,0,2,5,23,181,210,30,4.466666666666667,0,1,4,5,20,211,240,30,4.7,1,0,2,1,26,241,270,30,4.566666666666666,0,2,1,5,22,271,300,30,4.5,0,3,1,4,22
B0821RF13M,1424882467000,1469202717000,1,120,120,4.583333333333333,2,2,9,18,89,121,150,30,4.666666666666667,1,0,1,4,24,151,180,30,4.766666666666667,0,1,1,2,26,181,210,30,4.6,0,1,4,1,24,211,240,30,4.666666666666667,0,0,1,8,21,241,270,30,4.7,1,0,0,5,24,271,300,30,4.6,0,2,2,2,24
B0821TVDP3,1254810235000,1409245934000,1,120,120,4.25,4,10,10,24,72,121,150,30,4.066666666666666,1,2,4,10,13,151,180,30,3.9,2,1,5,12,10,181,210,30,4.133333333333334,2,3,4,1,20,211,240,30,4.166666666666667,2,2,3,5,18,241,270,30,4.066666666666666,3,2,3,4,18,271,300,30,4.166666666666667,3,2,1,5,19
B08221WTKP,1195377365000,1461733111000,1,120,120,4.675,1,3,6,14,96,121,150,30,4.566666666666666,0,1,4,2,23,151,180,30,4.466666666666667,0,1,3,7,19,181,210,30,4.533333333333333,1,1,3,1,24,211,240,30,4.433333333333334,1,2,1,5,21,241,270,30,4.633333333333334,1,1,0,4,24,271,300,30,4.633333333333334,0,1,3,2,24
B08224PB48,1579055884411,1609422513138,1,120,120,4.033333333333333,12,15,5,13,75,121,150,30,3.6333333333333333,5,4,2,5,14,151,180,30,3.9,6,0,1,7,16,181,210,30,3.3666666666666667,7,6,0,3,14,211,240,30,3.966666666666667,3,3,3,4,17,241,270,30,3.433333333333333,5,3,6,6,10,271,300,30,3.2,8,3,5,3,11
B08227PVPT,1585322091833,1598905238946,1,120,120,4.333333333333333,13,4,5,6,92,121,150,30,4.4,1,2,3,2,22,151,180,30,4.1,4,2,1,3,20,181,210,30,4.966666666666667,0,0,0,1,29,211,240,30,5.0,0,0,0,0,30,241,270,30,4.966666666666667,0,0,0,1,29,271,300,30,5.0,0,0,0,0,30
B082286DT8,1542221077263,1622759977965,1,120,120,4.091666666666667,16,4,10,13,77,121,150,30,3.7,7,1,3,2,17,151,180,30,4.166666666666667,3,2,3,1,21,181,210,30,3.8666666666666667,6,1,2,3,18,211,240,30,4.366666666666666,2,2,2,1,23,241,270,30,4.4,2,1,3,1,23,271,300,30,4.333333333333333,2,2,1,4,21
B08229Q5MS,1577501938376,1682289630662,1,120,120,4.333333333333333,11,5,5,11,88,121,150,30,4.5,2,1,1,2,24,151,180,30,4.333333333333333,3,0,2,4,21,181,210,30,4.366666666666666,2,0,5,1,22,211,240,30,4.566666666666666,2,0,1,3,24,241,270,30,4.733333333333333,1,0,0,4,25,271,300,30,3.8,5,1,5,3,16
B0822DJVLK,1581626877382,1611240180031,1,120,120,4.591666666666667,7,1,2,14,96,121,150,30,4.7,0,1,2,2,25,151,180,30,4.466666666666667,1,3,1,1,24,181,210,30,4.566666666666666,1,1,1,4,23,211,240,30,4.033333333333333,3,2,4,3,18,241,270,30,4.433333333333334,3,0,1,3,23,271,300,30,4.733333333333333,1,0,1,2,26
B0822NPSSC,1518971430281,1558817505217,1,120,120,4.725,3,1,1,16,99,121,150,30,4.866666666666666,0,0,1,2,27,151,180,30,4.8,0,0,2,2,26,181,210,30,4.8,0,1,0,3,26,211,240,30,4.9,0,0,1,1,28,241,270,30,4.866666666666666,0,0,1,2,27,271,300,30,4.666666666666667,1,0,1,4,24
B0822TYVBQ,1524977802221,1661008978471,1,120,120,4.2,11,9,6,13,81,121,150,30,3.933333333333333,3,2,5,4,16,151,180,30,4.1,3,1,4,4,18,181,210,30,4.3,3,1,1,4,21,211,240,30,3.8,7,1,2,1,19,241,270,30,4.3,1,2,3,5,19,271,300,30,4.5,1,2,1,3,23
B0822XJZVH,1479864066000,1546574149514,1,120,120,4.541666666666667,5,1,9,14,91,121,150,30,4.766666666666667,0,0,3,1,26,151,180,30,4.6,1,0,2,4,23,181,210,30,4.233333333333333,3,1,1,6,19,211,240,30,4.466666666666667,0,3,2,3,22,241,270,30,4.9,0,0,1,1,28,271,300,30,4.7,0,1,2,2,25
B0822ZSRWZ,1594856438555,1676198228068,1,120,120,4.116666666666666,10,10,8,20,72,121,150,30,3.6,6,3,2,5,14,151,180,30,3.8333333333333335,5,0,5,5,15,181,210,30,4.3,2,0,6,1,21,211,240,30,3.9,4,3,2,4,17,241,270,30,4.2,2,1,3,7,17,271,300,30,3.6666666666666665,5,2,5,4,14
B082318FDR,1354304744000,1474739998000,1,120,120,4.3,6,7,9,21,77,121,150,30,4.233333333333333,3,1,2,4,20,151,180,30,4.6,1,0,2,4,23,181,210,30,4.133333333333334,4,2,1,2,21,211,240,30,4.133333333333334,2,1,7,1,19,241,270,30,4.366666666666666,1,1,3,6,19,271,300,30,4.166666666666667,2,1,4,6,17
B08232KTLJ,1444335729000,1599848369602,1,120,120,4.675,2,1,7,14,96,121,150,30,4.3,2,3,1,2,22,151,180,30,4.766666666666667,1,0,0,3,26,181,210,30,4.833333333333333,1,0,0,1,28,211,240,30,4.766666666666667,0,1,1,2,26,241,270,30,4.7,1,0,1,3,25,271,300,30,4.533333333333333,2,2,0,0,26
B08232RB8R,1291808995000,1535595888512,1,120,120,4.366666666666666,11,4,6,8,91,121,150,30,4.233333333333333,3,2,2,1,22,151,180,30,4.366666666666666,3,1,1,2,23,181,210,30,4.233333333333333,4,0,2,3,21,211,240,30,4.766666666666667,1,0,1,1,27,241,270,30,4.533333333333333,2,1,1,1,25,271,300,30,4.133333333333334,5,0,0,6,19
B08233ZHHH,1554747444967,1628003894298,1,120,120,4.691666666666666,4,3,2,8,103,121,150,30,4.266666666666667,4,0,1,4,21,151,180,30,4.5,3,0,1,1,25,181,210,30,4.0,5,2,1,2,20,211,240,30,3.1333333333333333,12,2,0,2,14,241,270,30,4.166666666666667,5,1,0,2,22,271,300,30,3.6333333333333333,7,3,1,2,17
B08234TKB4,1466425645000,1535675778234,1,120,120,4.816666666666666,2,0,3,8,107,121,150,30,4.8,0,0,1,4,25,151,180,30,4.966666666666667,0,0,0,1,29,181,210,30,4.933333333333334,0,0,0,2,28,211,240,30,4.733333333333333,0,1,0,5,24,241,270,30,4.8,0,1,0,3,26,271,300,30,4.6,1,1,0,5,23
B08237FBY5,1577135175472,1633666418521,1,120,120,4.866666666666666,0,2,3,4,111,121,150,30,4.9,0,0,0,3,27,151,180,30,4.933333333333334,0,0,0,2,28,181,210,30,4.866666666666666,0,0,1,2,27,211,240,30,4.833333333333333,0,1,0,2,27,241,270,30,4.733333333333333,1,0,1,2,26,271,300,30,4.833333333333333,1,0,0,1,28
B08238TVHK,1550370616971,1596122193149,1,120,120,4.716666666666667,2,4,1,12,101,121,150,30,4.8,0,0,2,2,26,151,180,30,4.866666666666666,1,0,0,0,29,181,210,30,5.0,0,0,0,0,30,211,240,30,4.933333333333334,0,0,1,0,29,241,270,30,4.933333333333334,0,0,0,2,28,271,300,30,4.9,0,1,0,0,29
B08239CJS2,1587152795626,1590971463027,1,120,120,4.891666666666667,2,0,0,5,113,121,150,30,5.0,0,0,0,0,30,151,180,30,4.6,3,0,0,0,27,181,210,30,4.733333333333333,1,0,1,2,26,211,240,30,4.8,1,0,1,0,28,241,270,30,4.9,0,0,0,3,27,271,300,30,5.0,0,0,0,0,30
B0823CT5TM,1513716050876,1571067045471,1,120,120,4.708333333333333,3,1,7,6,103,121,150,30,4.466666666666667,1,1,2,5,21,151,180,30,4.8,0,1,0,3,26,181,210,30,4.533333333333333,2,1,1,1,25,211,240,30,4.633333333333334,1,0,1,5,23,241,270,30,4.5,1,0,2,7,20,271,300,30,4.566666666666666,1,0,2,5,22
B0823FQKH6,1582062652397,1596547083679,1,120,120,4.916666666666667,0,0,1,8,111,121,150,30,4.866666666666666,0,0,0,4,26,151,180,30,4.7,1,0,1,3,25,181,210,30,4.766666666666667,0,0,1,5,24,211,240,30,4.766666666666667,0,2,0,1,27,241,270,30,4.833333333333333,0,0,1,3,26,271,300,30,4.666666666666667,2,0,0,2,26
B0823KFYT9,1447781015000,1612807394915,1,120,120,4.391666666666667,8,5,5,16,86,121,150,30,4.333333333333333,1,2,2,6,19,151,180,30,3.966666666666667,3,2,3,7,15,181,210,30,4.5,1,1,3,2,23,211,240,30,4.333333333333333,2,2,3,0,23,241,270,30,4.333333333333333,3,1,2,1,23,271,300,30,4.733333333333333,0,1,2,1,26
B0823MPMJQ,1585514876100,1635466945957,1,120,120,3.8333333333333335,19,8,9,22,62,121,150,30,3.533333333333333,8,2,1,4,15,151,180,30,4.133333333333334,4,2,1,2,21,181,210,30,3.7,5,3,3,4,15,211,240,30,3.6666666666666665,7,2,2,2,17,241,270,30,3.7,6,2,2,5,15,271,300,30,3.7666666666666666,4,3,4,4,15
B0823MQRZM,1583351533274,1638996290094,1,120,120,4.666666666666667,7,0,2,8,103,121,150,30,4.2,4,1,1,3,21,151,180,30,4.5,3,0,0,3,24,181,210,30,4.4,4,0,0,2,24,211,240,30,4.566666666666666,0,2,1,5,22,241,270,30,4.566666666666666,1,1,2,2,24,271,300,30,4.533333333333333,3,0,0,2,25
B0823TBQ4G,1525368440770,1619350314953,1,120,120,3.7916666666666665,22,9,10,10,69,121,150,30,3.8666666666666667,5,2,2,4,17,151,180,30,3.3333333333333335,9,1,4,3,13,181,210,30,3.3666666666666667,9,1,2,6,12,211,240,30,3.4,7,2,6,2,13,241,270,30,3.1666666666666665,10,2,3,3,12,271,300,30,3.2,8,2,7,2,11
B0823VH891,1579732680955,1660676795821,1,120,120,4.508333333333334,9,4,3,5,99,121,150,30,4.366666666666666,2,3,0,2,23,151,180,30,4.8,1,0,0,2,27,181,210,30,4.766666666666667,0,1,1,2,26,211,240,30,4.633333333333334,1,0,2,3,24,241,270,30,4.066666666666666,3,3,2,3,19,271,300,30,4.9,0,0,1,1,28
B08246TJM3,1548098169534,1580770930024,1,120,120,4.808333333333334,2,0,3,9,106,121,150,30,4.7,0,2,0,3,25,151,180,30,4.866666666666666,0,0,1,2,27,181,210,30,4.633333333333334,2,0,1,1,26,211,240,30,4.833333333333333,0,1,1,0,28,241,270,30,4.833333333333333,0,1,0,2,27,271,300,30,4.833333333333333,1,0,0,1,28
B08247XN6K,1324409054000,1392206190000,1,120,120,4.508333333333334,6,4,3,17,90,121,150,30,4.466666666666667,2,0,3,2,23,151,180,30,3.7,3,3,7,4,13,181,210,30,4.533333333333333,1,0,1,8,20,211,240,30,3.7333333333333334,5,2,2,8,13,241,270,30,4.1,2,3,3,4,18,271,300,30,3.7333333333333334,3,3,3,11,10
B082482J8T,1411463738000,1541092467094,1,120,120,3.475,28,13,9,14,56,121,150,30,3.3666666666666667,8,4,2,1,15,151,180,30,3.6333333333333333,8,1,1,4,16,181,210,30,3.2666666666666666,10,1,3,3,13,211,240,30,2.466666666666667,16,1,3,3,7,241,270,30,3.0,10,5,2,1,12,271,300,30,3.466666666666667,9,2,1,2,16
B082491Q93,1221843497000,1677197811723,1,120,120,4.55,1,0,14,22,83,121,150,30,4.2,4,0,1,6,19,151,180,30,4.4,2,0,3,4,21,181,210,30,4.8,0,0,1,4,25,211,240,30,4.7,0,1,1,4,24,241,270,30,4.9,0,0,0,3,27,271,300,30,4.7,1,1,0,2,26
B0824BTG52,1572569775186,1664550148406,1,120,120,4.633333333333334,6,3,3,5,103,121,150,30,4.7,1,1,0,2,26,151,180,30,4.833333333333333,1,0,0,1,28,181,210,30,4.533333333333333,1,1,3,1,24,211,240,30,4.8,1,0,1,0,28,241,270,30,4.566666666666666,1,1,1,4,23,271,300,30,4.766666666666667,0,0,3,1,26
B0824CL7XY,1575238643161,1622504878901,1,120,120,4.375,7,6,6,17,84,121,150,30,3.566666666666667,7,2,3,3,15,151,180,30,3.3666666666666667,7,2,5,5,11,181,210,30,3.7,4,5,1,6,14,211,240,30,4.2,2,1,3,7,17,241,270,30,3.6,5,3,5,3,14,271,300,30,4.233333333333333,2,2,3,3,20
B0824JCD6R,1580415423083,1646422400423,1,120,120,4.7,2,0,6,16,96,121,150,30,4.533333333333333,1,1,3,1,24,151,180,30,4.566666666666666,1,1,2,2,24,181,210,30,4.766666666666667,0,0,3,1,26,211,240,30,4.8,0,0,2,2,26,241,270,30,4.266666666666667,2,1,4,3,20,271,300,30,4.6,0,0,3,6,21
B0824LMBRH,1575611490149,1620664045654,1,120,120,3.9916666666666667,10,15,10,16,69,121,150,30,4.033333333333333,3,2,3,5,17,151,180,30,3.7,6,3,0,6,15,181,210,30,3.1333333333333333,10,3,2,3,12,211,240,30,3.6333333333333333,6,3,3,2,16,241,270,30,4.133333333333334,5,1,0,3,21,271,300,30,4.0,3,2,2,8,15
B0824PZTVR,1561262616063,1624819620892,1,120,120,4.675,3,3,3,12,99,121,150,30,4.533333333333333,1,1,3,1,24,151,180,30,4.566666666666666,1,1,1,4,23,181,210,30,4.266666666666667,2,2,3,2,21,211,240,30,4.166666666666667,1,3,3,6,17,241,270,30,4.066666666666666,4,2,2,2,20,271,300,30,4.466666666666667,2,1,1,3,23
B0824Q5GXL,1573091850993,1580874328189,1,120,120,4.2,10,8,11,10,81,121,150,30,4.366666666666666,3,1,1,2,23,151,180,30,3.6666666666666665,6,2,4,2,16,181,210,30,4.166666666666667,5,1,0,2,22,211,240,30,4.566666666666666,2,0,0,5,23,241,270,30,4.433333333333334,1,2,2,3,22,271,300,30,4.266666666666667,2,2,3,2,21
B0824VL9KH,1574957209496,1596923086560,1,120,120,4.075,9,8,13,25,65,121,150,30,4.133333333333334,1,3,2,9,15,151,180,30,3.8,2,3,4,11,10,181,210,30,3.466666666666667,2,8,6,2,12,211,240,30,3.6333333333333333,4,5,2,6,13,241,270,30,3.8333333333333335,4,3,3,4,16,271,300,30,3.3333333333333335,7,2,6,4,11
B0824VMVM1,1538846199208,1622340917478,1,120,120,4.766666666666667,1,0,4,16,99,121,150,30,4.6,0,1,2,5,22,151,180,30,4.833333333333333,1,0,0,1,28,181,210,30,4.2,3,2,3,0,22,211,240,30,3.8333333333333335,5,3,2,2,18,241,270,30,2.933333333333333,9,7,2,1,11,271,300,30,3.066666666666667,8,5,3,5,9
B0825FCLNB,1558696833077,1690455676338,1,120,120,4.425,9,4,4,13,90,121,150,30,4.333333333333333,3,1,2,1,23,151,180,30,3.7333333333333334,7,1,3,1,18,181,210,30,4.366666666666666,2,2,2,1,23,211,240,30,4.533333333333333,0,1,4,3,22,241,270,30,3.966666666666667,7,1,0,0,22,271,300,30,4.266666666666667,3,1,3,1,22
B0826CGSSG,1473789355000,1547253269706,1,120,120,4.766666666666667,2,2,2,10,104,121,150,30,4.6,2,0,1,2,25,151,180,30,4.366666666666666,4,0,0,3,23,181,210,30,4.266666666666667,1,1,6,3,19,211,240,30,4.166666666666667,3,2,1,5,19,241,270,30,4.3,2,0,5,3,20,271,300,30,4.7,0,0,3,3,24
B0826YRVMM,1545520141103,1616440758498,1,120,120,4.441666666666666,3,9,5,18,85,121,150,30,4.633333333333334,1,0,1,5,23,151,180,30,3.933333333333333,4,3,2,3,18,181,210,30,3.7666666666666666,5,4,2,1,18,211,240,30,3.9,5,2,2,3,18,241,270,30,4.033333333333333,4,1,2,6,17,271,300,30,3.6333333333333333,5,4,3,3,15
B08276V4B9,1216649703000,1390741129000,1,120,120,4.791666666666667,2,1,4,6,107,121,150,30,4.733333333333333,1,0,0,4,25,151,180,30,4.933333333333334,0,0,0,2,28,181,210,30,4.833333333333333,0,1,0,2,27,211,240,30,4.866666666666666,0,0,1,2,27,241,270,30,4.5,1,1,2,4,22,271,300,30,4.4,3,0,1,4,22
B082783ZJZ,1595422932820,1619886970260,1,120,120,4.0,20,3,8,15,74,121,150,30,4.033333333333333,4,3,0,4,19,151,180,30,3.066666666666667,11,3,1,3,12,181,210,30,3.433333333333333,10,2,0,1,17,211,240,30,2.7,13,3,4,0,10,241,270,30,4.1,6,0,0,3,21,271,300,30,2.3666666666666667,15,3,4,2,6
B0827B1PDY,1584612380824,1606750636522,1,120,120,3.783333333333333,25,5,7,17,66,121,150,30,2.8666666666666667,13,2,2,2,11,151,180,30,3.6333333333333333,7,3,1,2,17,181,210,30,3.433333333333333,8,2,2,5,13,211,240,30,4.033333333333333,6,0,1,3,20,241,270,30,3.466666666666667,9,1,2,3,15,271,300,30,3.1666666666666665,10,2,3,3,12
B0827K3MV2,1512162800443,1563105440355,1,120,120,4.275,9,5,10,16,80,121,150,30,4.833333333333333,0,1,0,2,27,151,180,30,3.933333333333333,5,3,0,3,19,181,210,30,4.366666666666666,4,0,0,3,23,211,240,30,4.533333333333333,1,2,0,4,23,241,270,30,4.9,0,0,1,1,28,271,300,30,4.566666666666666,1,0,2,5,22
