asin,usable_unique_user_reviews,exported_reviews,first_timestamp,last_timestamp,first_source_line,last_source_line,rating_1,rating_2,rating_3,rating_4,rating_5
B08YYCXXHG,3156,300,1318627031000,1482419505000,7580623,7574896,10,10,9,39,232
B08YYT1GNW,366,300,1603196869576,1666375565514,38606717,4428479,21,7,31,53,188
B08YZ9YT4W,529,300,1395195296000,1598988704746,41505046,45258460,18,11,14,41,216
B08YZF4SN8,407,300,1367411225000,1635479331029,54080847,21528808,20,12,24,78,166
B08YZK2PQ6,386,300,1378658276000,1639920683811,27616875,66360595,44,8,46,67,135
B08Z233QQ7,502,300,1559496719764,1621228138476,34847835,43651667,66,24,27,29,154
B08Z243FPV,3865,300,1385615795000,1465949875000,38369072,38366934,6,8,9,52,225
B08Z2CZ9X9,412,300,1490806237000,1620827143664,29127095,30852939,37,17,29,43,174
B08Z2SB5QK,625,300,1186395382000,1441905499000,37123981,4662785,7,11,13,64,205
B08Z2XBHJW,3392,300,1513465560355,1542633884569,37489326,2707606,12,13,11,32,232
B08Z33LCFX,402,300,1573843219418,1658705528576,12864028,10001277,22,8,12,25,233
B08Z36222W,391,300,1565653495958,1660403939432,57214314,52921434,39,25,21,40,175
B08Z3VMQKK,321,300,1622740356731,1679591829830,44248894,45052501,58,33,33,37,139
B08Z49PGBV,403,300,1621017200431,1667840459564,32275728,24549075,31,23,22,31,193
B08Z4X8FFW,454,300,1424893601000,1594570727700,23352930,18805183,15,10,35,49,191
B08Z4ZCCY7,2052,300,1516470714564,1551578121626,61897285,63865881,8,3,6,32,251
B08Z5GD34N,413,300,1576115503475,1666962637065,66296680,46888735,48,27,47,26,152
B08Z6G1TVC,352,300,1598203557426,1662758678152,62717561,62717534,13,5,9,20,253
B08Z6K991F,655,300,1464642931000,1548991853661,61544102,57323817,15,9,21,32,223
B08Z74QCTZ,490,300,1622580025682,1634474674360,55450542,55450403,5,4,6,8,277
B08Z7922W6,566,300,1578000819469,1660591508228,6625819,43239947,25,14,8,17,236
B08Z7GJKFK,449,300,1618447548783,1658087231253,60942984,65019415,43,33,25,41,158
B08Z7K2XDF,1165,300,1585848468719,1604109332949,12557261,62609889,1,1,4,13,281
B08Z7NLKP6,453,300,1297312824000,1419624192000,16145481,48702058,48,26,19,35,172
B08Z7PX4TT,432,300,1588558628149,1633622127784,15858509,53975928,65,13,19,31,172
B08Z7QNH4Q,422,300,1577346977662,1657601513040,46202086,35897660,21,4,9,29,237
B08Z7Z7HLB,321,300,1604194764808,1673923880803,44622683,63080274,21,12,29,52,186
B08Z8C2W1R,1170,300,1426873474000,1515965649291,16940390,22685769,3,1,7,37,252
B08Z8CH1C1,854,300,1326389773000,1587174749744,32142169,21008887,44,28,36,40,152
B08Z8GQKD6,807,300,1487215470000,1544217248463,14057794,25816038,8,2,9,20,261
B08Z9F94JT,4047,300,1491346430000,1517427506974,23399969,53872146,20,7,14,39,220
B08Z9M59GZ,312,300,1536850429548,1678580527801,16878986,55469352,34,9,16,26,215
B08Z9PSGKQ,9214,300,1355677122000,1384536719000,17952422,41848926,10,9,18,59,204
B08ZB8DPLQ,365,300,1476498781000,1653614133049,62296736,27574567,77,36,39,36,112
B08ZBBH6SQ,467,300,1365434889000,1624462369686,54675471,29457808,16,23,16,29,216
B08ZBQP7BF,1014,300,1464043683000,1491659127000,28200298,4298793,36,21,27,40,176
B08ZBVBW9D,424,300,1501089204243,1563797900939,8258333,9408595,24,12,16,34,214
B08ZBYB37H,3904,300,1244667725000,1412438088000,12868733,14621347,23,12,19,62,184
B08ZBZBSWM,389,300,1621256012104,1641092005468,8523981,40391318,57,35,35,33,140
B08ZC2WC7L,461,300,1570558351715,1615653014026,8997514,41292920,12,3,5,12,268
B08ZC822NX,653,300,1612459014306,1651556929954,13790387,53919485,171,29,25,23,52
B08ZCD74P6,465,300,1500059747246,1613698902017,50765839,30471769,17,6,13,38,226
B08ZD2CCX7,324,300,1441862906000,1635977530855,48596042,51333170,12,6,10,30,242
B08ZD3VC7X,1030,300,1186186381000,1428888002000,37053312,53189426,9,10,24,61,196
B08ZD82KXJ,371,300,1622749798693,1652121017304,10988574,50800971,117,22,20,21,120
B08ZD9ZWSW,559,300,1437958537000,1598650168150,45318734,23091489,69,30,29,32,140
B08ZDPSLJP,536,300,1608417843449,1642183830883,34946444,54433104,47,20,28,26,179
B08ZDR44HX,1801,300,1424218341000,1481742857000,58862715,34066070,18,16,26,53,187
B08ZDR974Q,1593,300,1417469373000,1455298963000,42197,7448264,14,12,22,51,201
B08ZDSXBVZ,1087,300,1525803845537,1552738897849,24127130,8800911,34,15,16,20,215
B08ZG84RX1,456,300,1334796116000,1617118035720,56896776,38485508,18,4,13,28,237
B08ZGG6SN3,834,300,1487375513000,1544459794936,23382651,61341662,2,2,6,26,264
B08ZH936FW,2201,300,1558060560710,1577642279517,31922766,20586355,18,11,17,48,206
B08ZHWKS76,2148,300,1558722616483,1589142527642,3651047,3651289,20,6,26,33,215
B08ZJ4PP8F,430,300,1574041801091,1647901595866,50691369,48127329,23,7,19,42,209
B08ZJ54J1L,445,300,1481585526000,1647393204592,19740300,39439017,30,12,23,36,199
B08ZJCFYCX,2143,300,1555299918350,1582643117332,57745373,53746888,19,4,9,22,246
B08ZJG8HDF,348,300,1621431851861,1675352262262,50354006,63640581,19,7,9,10,255
B08ZJLWLL6,302,300,1439000084000,1665959591785,1703830,58929344,66,31,42,28,133
B08ZJR1R75,350,300,1530216125016,1669176309410,64929426,40102272,17,7,17,37,222
B08ZKK2MDL,320,300,1594243088320,1625787542612,50794798,31994607,7,2,11,47,233
B08ZKZWYYL,453,300,1471044117000,1522653739547,60463692,4863466,12,11,14,46,217
B08ZL644HM,601,300,1482103523000,1552157762647,56354335,32252585,21,14,18,18,229
B08ZL7LJ79,382,300,1517966618398,1576773647923,30305834,15309292,18,14,18,34,216
B08ZLFQY7R,842,300,1449926153000,1548559540942,48975367,61762847,27,16,30,31,196
B08ZLJ34SQ,405,300,1529234323769,1597065227426,66638132,35450839,94,24,34,38,110
B08ZM5FCD4,1072,300,1587371290238,1637265768380,13189823,41210626,59,26,17,38,160
B08ZMG2VKV,1048,300,1533485393531,1594134399367,52357430,6540651,16,3,13,30,238
B08ZMJ31BT,757,300,1629673352081,1657898545144,46482803,20663175,9,5,16,28,242
B08ZMNF1J3,2444,300,1578027576410,1596545847440,54330312,51059326,6,2,3,9,280
B08ZMVC331,1309,300,1590790274004,1617218594785,54107817,54107469,13,9,21,31,226
B08ZMXZ3YP,704,300,1593654890184,1620970170728,40464527,60413153,65,33,29,53,120
B08ZN2YPRL,382,300,1534244092810,1637273540906,15432178,40445057,38,17,28,25,192
B08ZN3RJTC,302,300,1617203050303,1691582540291,62586800,66246619,20,17,25,43,195
B08ZN3Y4GP,516,300,1520622972139,1628912969538,21639643,32864955,55,31,19,29,166
B08ZN71T27,1772,300,1352572838000,1486157203000,21769904,25135741,41,19,25,82,133
B08ZN9ZFKJ,386,300,1550973752542,1628624586151,48572038,21859454,30,19,30,39,182
B08ZNBMQDN,2602,300,1304454495000,1425424429000,35782183,53996292,17,10,29,53,191
B08ZND6XZ1,453,300,1529054913110,1609276517233,55559065,61722272,5,3,18,40,234
B08ZPVSG7P,388,300,1522198943391,1638064729009,43453804,57096562,3,4,6,26,261
B08ZPXF8H7,682,300,1563477017326,1617666166440,34079957,13105470,57,27,32,51,133
B08ZQ7T7YW,1040,300,1370170517000,1423685812000,23211725,58633505,8,7,26,47,212
B08ZRY3LWL,3659,300,1500493136774,1528913641460,19271633,50485488,21,11,18,43,207
B08ZRY8GQM,352,300,1623849404858,1667896690535,43490129,11443684,29,11,14,31,215
B08ZRYLMT1,378,300,1599776455654,1653356687125,9530836,51147380,14,15,24,44,203
B08ZS8WPF1,592,300,1579302408607,1620661804244,32113704,32113875,60,15,19,19,187
B08ZS9KGN4,996,300,1592848413620,1626313258442,43230153,40930654,22,6,15,13,244
B08ZSGMQPQ,813,300,1595190087580,1633201216716,63710144,18606502,21,14,20,41,204
B08ZSTDFZK,546,300,1555876858884,1614623004785,19709762,48176003,11,12,14,24,239
B08ZSWKH6M,326,300,1407605137000,1637315292990,56129482,41029307,20,25,30,35,190
B08ZSXMWJT,353,300,1608148447824,1667532466369,3913067,55626320,15,17,22,26,220
B08ZSYMM5V,2526,300,1472006386000,1501874061806,774186,24039902,44,19,23,58,156
B08ZT1TWPB,485,300,1405166072000,1484527442000,52636488,29953078,5,10,19,38,228
B08ZT2VW2T,2808,300,1422496719000,1462329774000,17957252,9031302,15,8,8,51,218
B08ZT6RRKS,376,300,1465497591000,1660794069589,26898241,35936137,13,4,23,35,225
B08ZV214N8,364,300,1483229806000,1602983926012,736413,29429858,20,7,17,64,192
B08ZV32NRR,1293,300,1552517341234,1602947977878,10033619,10291818,56,24,25,34,161
B08ZVBJL2K,2814,300,1264694955000,1556536738649,42369612,10297748,18,12,6,35,229
B08ZVPMDJS,668,300,1576014832362,1618367329010,33322313,35258710,8,6,20,31,235
B08ZVZSXSS,955,300,1437949599000,1477447793000,24495551,30484796,3,1,3,34,259
B08ZXX37JB,340,300,1596585210306,1678762505924,32419119,39659103,11,10,14,26,239
B08ZY7Z8LM,347,300,1617585774826,1644184304754,59630079,57073777,57,12,7,18,206
B08ZYH9VXQ,342,300,1623890515709,1674620617126,39392046,32705647,35,13,27,30,195
B08ZYTJRTZ,736,300,1566714587590,1600287033892,23470721,49263348,41,30,38,45,146
B08ZZ5SYGN,702,300,1317773884000,1466693192000,21504919,54270399,12,15,34,51,188
B09117TPYH,3623,300,1203230572000,1430572411000,10519394,59378769,24,15,31,73,157
B0911BWV96,516,300,1402621398000,1568332820599,51011332,9924014,14,12,31,47,196
B09128FB6P,409,300,1571092090777,1653352330702,53934676,59853585,23,11,17,29,220
B0912DXG5N,487,300,1556489977320,1642824769313,23673604,57519581,4,2,8,19,267
B0912HXVZH,625,300,1495507364000,1580305513772,42306566,32179612,28,22,28,39,183
B0912NV7X3,1571,300,1536208351876,1560604601220,55420664,28088268,7,4,19,50,220
B0912SY5GS,318,300,1576511123458,1657312117509,11567826,16777463,16,7,21,30,226
B09131557Y,417,300,1472356206000,1656432595968,52388783,30799118,37,25,27,33,178
B09132LHB3,312,300,1287168569000,1635359099422,64526391,57123342,9,5,8,23,255
B09135565Y,853,300,1525788098435,1552656286179,26072079,10541918,16,8,7,23,246
B09137R67M,338,300,1601674233057,1673224255510,25971757,64983220,58,14,15,37,176
B0913SS92F,363,300,1481162335000,1607505089448,10256779,65636828,22,11,37,41,189
B091442ST5,761,300,1326637962000,1567345678365,12549395,52631243,32,8,31,69,160
B0914BTM4V,1521,300,1433181505000,1489887671000,814543,52842395,15,7,34,61,183
B09153XFM7,352,300,1387365932000,1636162369984,53786855,56831840,41,29,39,44,147
B0915B62LW,3572,300,1449586566000,1523533043065,6891515,34624446,4,12,13,32,239
B0915DGY5V,922,300,1299335351000,1458778588000,36426426,42344208,12,11,25,78,174
B0915HYTVS,343,300,1619014363736,1657747518778,63631531,44627841,5,3,8,4,280
B0915PY5KY,640,300,1530491225012,1603489188672,16878987,38306192,24,13,23,42,198
B0915S9W1F,402,300,1543526063278,1632363842395,40997565,57062026,10,14,26,46,204
B0915T3B9B,663,300,1548115592210,1597296617092,43937452,60734465,24,18,25,40,193
B0915Y8SWM,510,300,1543589670806,1595646333422,62980100,27826493,42,17,27,24,190
B0915YCWD3,614,300,1621650953923,1648176756007,52093630,56545531,45,19,20,31,185
B09165HDGQ,928,300,1226221277000,1489807136000,49121252,11425636,34,29,43,68,126
B091673NWV,531,300,1312071015000,1467166338000,44105372,23989790,3,3,12,41,241
B09167B5C9,2384,300,1423744503000,1437452692000,35850027,56364130,2,3,6,44,245
B09167G1KW,583,300,1362592156000,1502165536466,11752693,38339656,7,7,16,51,219
B09167Y57R,491,300,1347202441000,1581967026592,55437145,30822599,13,9,37,71,170
B0916CX2F9,335,300,1349227999000,1618318159725,48426724,36059769,6,3,9,30,252
B0916CZRYM,427,300,1575616143795,1632579947796,182220,21044751,37,14,8,22,219
B0916GVLM5,5403,300,1571625799136,1593186216336,16860,32955366,51,12,7,21,209
B0916QYV3X,1826,300,1479695977000,1514038760154,32707576,39929760,39,13,12,30,206
B0916V264L,1029,300,1485089869000,1543853955562,51718462,35948702,3,6,6,15,270
B09174SXVW,325,300,1600539822764,1677802497383,28751728,5769251,23,26,21,33,197
B0917BW1RH,7838,300,1402088787000,1424718422000,53608382,60433272,5,6,6,22,261
B0917HFRLB,501,300,1542550887075,1617023018594,21042456,55399243,19,22,17,37,205
B0917LVG54,599,300,1514298235017,1604274975856,19792980,49740821,31,17,21,55,176
B0918MH4HR,536,300,1532718401483,1616622833978,64182700,58550884,33,9,20,35,203
B0918TK9XD,1803,300,1458492338000,1538325980061,10710117,51840262,5,4,16,20,255
B0918YHHJ7,405,300,1584324060079,1667957777273,57690854,63597352,36,31,28,54,151
B09193VZPB,308,300,1561380653789,1670791768061,20096950,3691167,64,36,31,39,130
B09194WYBW,390,300,1543031791200,1655589292673,32433262,18479716,40,32,32,44,152
B09196Y9BP,615,300,1472212534000,1611524099183,50156392,25444486,17,14,14,23,232
B09197WTB7,832,300,1556981770177,1602268204848,20067566,15480998,125,23,20,14,118
B09197ZGK6,492,300,1237984092000,1582446513466,51962723,41728282,47,26,39,59,129
B0919BLP93,305,300,1331657181000,1677623590140,64182799,51210618,19,8,18,26,229
B0919JXGYH,773,300,1503589017539,1555761482772,16413950,40287813,29,19,29,47,176
B0919NRY3J,679,300,1379331008000,1575307869393,21605946,38336017,56,39,45,44,116
B0919Q7YQR,827,300,1584814311502,1625449196632,10468800,38723794,15,9,23,39,214
B091B3C4MH,1375,300,1566861915553,1597466323635,1761231,31393365,12,13,25,27,223
B091BGWV4S,1372,300,1233298378000,1505935370393,16192195,18172042,17,19,22,40,202
B091BK7RDR,309,300,1406041238000,1678592032285,55888613,29416931,30,23,31,38,178
B091BL5PFN,650,300,1401341339000,1562177920093,19581396,7013510,4,5,14,39,238
B091BXHF5P,441,300,1522059006177,1612752341063,4993139,18309472,17,10,31,44,198
B091C721LD,1433,300,1541204149989,1590323790292,43848132,43848100,53,18,16,39,174
B091C9C39V,772,300,1446084841000,1545531983943,21956458,29204416,25,20,33,59,163
B091CJKSMH,413,300,1575144434258,1654722440944,23394864,41424641,7,8,7,31,247
B091CQ349L,523,300,1631736704387,1672062910908,2916562,55644288,29,9,14,37,211
B091CYX5KT,1109,300,1269447236000,1440865837000,50092888,23949215,15,19,34,51,181
B091D1J87M,1349,300,1446663965000,1553831751442,36809356,26270512,67,33,18,19,163
B091D1JP2M,1348,300,1294153756000,1433619891000,9344335,48169979,12,14,22,83,169
B091D3FLR5,355,300,1566516660135,1655475434605,50225410,42018376,59,28,37,33,143
B091D3H7F8,458,300,1522513611877,1618180194403,11930960,42945108,56,19,16,36,173
B091D6675N,2652,300,1339437947000,1436277607000,11667667,53494532,8,4,8,48,232
B091D667C8,827,300,1151586504000,1453163012000,53554504,58264594,0,6,8,42,244
B091D674CR,305,300,1451353173000,1679954016498,15954748,27645743,23,7,13,19,238
B091D67NP8,630,300,1316710429000,1476647597000,20375759,25148353,24,24,46,50,156
B091D9DNRB,348,300,1472231159000,1667054566150,64744804,39287820,44,32,36,25,163
B091D9HJTQ,301,300,1610407360773,1688562867033,9799613,66786274,22,13,24,24,217
B091DB5S52,1798,300,1418876341000,1530719883399,15511033,8756524,14,11,11,36,228
B091DH72RW,695,300,1581706276784,1615654603916,18008,49870865,33,25,30,43,169
B091DPXXJV,701,300,1561950381069,1610405217773,26940486,41488708,23,22,33,49,173
B091DVY264,2674,300,1382883136000,1466049010000,46839595,50717412,11,5,21,44,219
B091DXKH9K,405,300,1472851540000,1605824336250,21766184,20801439,14,7,14,37,228
B091DY681S,353,300,1571074231049,1661429023742,175018,18080205,41,14,18,30,197
B091F22VR3,323,300,1557964121972,1673214249321,19702790,49246018,55,38,29,26,152
B091FS7C24,305,300,1498601605552,1682284475146,4569531,45337108,44,14,25,48,169
B091FX2GRJ,1953,300,1317324172000,1421687190000,55116702,8631660,1,1,2,26,270
B091G2DY4Y,2100,300,1550847962053,1600261548799,45452596,29390244,35,24,24,37,180
B091G3YCH6,738,300,1500390260179,1584049641768,30323711,56375229,4,6,12,31,247
B091GHP65C,390,300,1556035750662,1643051408270,12004984,5875925,11,11,9,22,247
B091H1F3R1,620,300,1565621023386,1627557224531,7151116,61562167,8,5,8,29,250
B091HNW9BD,333,300,1596338033126,1652817704112,40140767,8103563,24,10,18,35,213
B091HNYNZ6,979,300,1572610220781,1616351174267,41068217,43468935,32,22,31,32,183
B091HP7RPY,1666,300,1555660903091,1587921355289,46261939,57876599,27,7,18,29,219
B091HQFKS2,6360,300,1493055425000,1516422505383,1903226,21423,60,29,33,38,140
B091HXP44N,495,300,1410307696000,1578801762708,45557397,63599626,20,7,19,36,218
B091HXTS38,400,300,1407995409000,1570917236324,49164597,19515204,31,4,9,49,207
B091HZYXKX,953,300,1561429825074,1601647718642,4744566,4744343,22,12,20,28,218
B091J1FM1P,519,300,1558467444254,1601402806156,31230761,53305388,4,4,8,33,251
B091J213WW,312,300,1622828093491,1680995413227,43370769,54146117,37,26,20,28,189
B091JJLD3F,378,300,1602706236532,1672231584792,36885991,49051451,20,21,19,26,214
B091JQ1VMZ,333,300,1610842208718,1669734835038,48468533,25900480,7,5,10,26,252
B091K1X1DM,619,300,1470457804000,1578095775543,43972186,56241756,23,10,9,27,231
B091K81V9F,486,300,1573260574953,1642521091491,11049478,22841047,39,11,24,23,203
B091KCM423,856,300,1440257793000,1497114663989,41504388,6793376,18,14,10,37,221
B091KFT7WN,1031,300,1623257180965,1657574070850,52877662,35046073,20,14,14,22,230
B091KK7NVZ,430,300,1192865534000,1533168466543,13083063,57955014,86,21,17,32,144
B091L57TCC,2487,300,1603485009938,1609651210852,5901179,5901308,1,4,5,24,266
B091MJ6KLX,1414,300,1481050593000,1511632298418,64303072,29202913,19,17,24,53,187
B091MLHF3S,803,300,1564518988652,1613000927704,19805292,29367690,32,17,24,45,182
B091MT4SWC,309,300,1464997121000,1684189677851,15909628,61682445,48,26,21,26,179
B091MVSFTP,310,300,1354739772000,1650145341383,38619315,4786506,48,23,35,58,136
B091MWKY6Z,1085,300,1544810726323,1582942304904,46346832,804913,30,10,24,31,205
B091MZLK4F,570,300,1129088432000,1505885547501,17448774,6192679,13,7,20,42,218
B091N1HTGV,380,300,1572954990553,1652788608509,8237365,60621698,87,35,34,40,104
B091N3WT5D,336,300,1281710414000,1625377303354,43769340,46239637,17,16,28,38,201
B091NKW39H,762,300,1621606801418,1635287469649,36004909,49686100,6,4,8,10,272
B091NVM9DZ,925,300,1571953242383,1606701905143,40379307,41063584,43,14,23,31,189
B091P33M2N,1238,300,1292999121000,1453249586000,40334136,62679371,13,16,31,84,156
B091PWW4Z7,2323,300,1446076010000,1547495534516,17506005,62897099,22,8,37,55,178
B091PX7W38,397,300,1491240608000,1652996350407,29913537,45423186,10,8,21,28,233
B091Q744BJ,1462,300,1395429396000,1516041531008,35787371,35790045,14,7,15,42,222
B091Q8GQYR,825,300,1558300362421,1599945078015,30035030,56883890,4,0,5,25,266
B091QVQXVC,444,300,1412969455000,1622943760558,61358904,48421114,39,10,28,54,169
B091QWWQXZ,325,300,1432940070000,1669762728924,36990570,19775876,39,9,27,53,172
B091RLXTX1,2401,300,1361913264000,1439919244000,12347916,31484992,12,8,23,35,222
B091RNG47W,460,300,1377607862000,1588390653918,35613645,35613682,8,7,5,16,264
B091S59332,357,300,1580767568350,1653883997936,58810601,65113329,147,50,31,19,53
B091SQRKVG,2670,300,1644354067272,1648407031982,23933767,23928169,7,3,5,25,260
B091SX1RFT,581,300,1551233693887,1604861383545,38343650,17438081,15,6,13,40,226
B091T51LB2,443,300,1220746163000,1515641294711,27959383,35502853,7,8,17,53,215
B091T9Z6L8,429,300,1575681381058,1656100658387,36056799,10051065,48,25,31,22,174
B091TMVC1K,426,300,1559656304600,1615602903497,63557828,60530483,10,4,3,30,253
B091TVBMSC,899,300,1555549147242,1594145336538,42627676,4224806,58,20,22,33,167
B091V2YT8Z,4883,300,1513134858004,1563229450609,4779184,40916000,28,16,27,34,195
B091V74W4N,808,300,1618949999191,1637029059341,5974466,32427806,33,19,27,29,192
B091VC6HWV,1113,300,1035704243000,1389814825000,21300018,2122751,9,8,32,73,178
B091W8NV4M,395,300,1297190873000,1614273824133,42348414,54087802,24,31,35,35,175
B091XHBJCC,614,300,1580592120249,1618347502425,39584460,14269698,13,8,18,32,229
B091XPSWQ5,401,300,1498072841925,1596787420888,12603445,13064183,34,17,5,15,229
B091Y11QSH,489,300,1624883234963,1662025118386,50174565,25854680,34,23,30,26,187
B091Y945G9,339,300,1620246675771,1677190980295,1859341,52179204,61,36,37,37,129
B091YHFGFC,556,300,1495848523000,1554485040125,13235250,46388571,35,12,8,34,211
B091YT2B95,656,300,1551822165124,1622205785893,64340974,9138144,28,20,17,30,205
B091ZSD54X,770,300,1295485748000,1523563576825,13855573,22890575,10,9,21,43,217
B0921636ZS,328,300,1620424938389,1678390187367,36927301,66116455,29,5,21,26,219
B0921J754X,1560,300,1289220537000,1424145106000,54922661,12905853,15,13,14,37,221
B0922BXNPN,1893,300,1456982294000,1550555729206,21977273,328133,15,9,15,48,213
B0922FR9TH,445,300,1622212705610,1664802365081,42317892,27430586,28,9,18,32,213
B0922MHP78,617,300,1564331125139,1637033658878,47122752,18071925,55,13,16,23,193
B0922MVZ5L,306,300,1419465137000,1684254303192,54070836,66507448,62,26,24,37,151
B0922NLH55,482,300,1355366174000,1571861649605,37528016,46823598,5,3,7,17,268
B0922VX1NV,338,300,1618963612610,1634321608369,4900066,59363738,50,8,11,33,198
B09233HM8R,714,300,1491877583000,1537917274096,35687673,42371202,6,11,15,21,247
B09235G81F,983,300,1505496918107,1559080137649,46963641,54688718,9,9,4,38,240
B09238XTDZ,338,300,1378747879000,1648495064684,34357037,34356549,44,12,15,15,214
B09239N46K,676,300,1235750582000,1441791052000,26450374,116571,6,5,20,52,217
B0923F41XF,3089,300,1379787451000,1398816929000,31788839,30704740,3,8,16,30,243
B0923KPDR7,552,300,1565659706138,1611626552745,30479760,27222187,22,7,14,34,223
B0923MZXGZ,2027,300,1615077281207,1630646681403,8710429,38932002,35,19,25,39,182
B0923RKT5K,510,300,1490221117000,1627867140736,12645563,6321795,10,8,13,21,248
B09243S2FK,1476,300,1487805477000,1550611896621,15983677,63584907,42,20,36,55,147
B092474MK1,643,300,1623183935826,1653210420195,28729178,62110458,42,24,34,36,164
B0924X7ZYJ,560,300,1626051747573,1659409818831,52433983,32080895,52,27,19,21,181
B0925CMMPG,867,300,1548220137692,1564320930890,55859228,64254720,10,12,20,41,217
B0925MP5Y7,504,300,1439412689000,1625307461892,39079703,39079713,21,5,11,27,236
B0925P64SR,835,300,1377579340000,1463740116000,28760096,28651582,7,8,12,48,225
B0925R66XB,369,300,1610616464240,1671283325967,49524376,43082113,23,12,5,25,235
B0925TV836,452,300,1621881961258,1670633878477,6868083,24901514,18,8,16,28,230
B0925W8Q66,809,300,1562364264141,1615601436536,5113352,50819446,125,37,35,19,84
B0925WBMBF,410,300,1416075276000,1549037064072,57056910,19384007,59,28,27,49,137
B0925XVC31,1211,300,1527736548238,1566247043266,40986994,21219658,8,10,11,30,241
B0925Z2J8K,1015,300,1530758092384,1564960686108,61080723,61080835,14,12,21,34,219
B09264Z5KD,905,300,1589581532849,1602214517272,13963780,19209390,1,0,0,14,285
B09266RSLW,613,300,1467600968000,1554898854875,22119911,39057611,4,4,11,28,253
B0926LYMQC,496,300,1358542361000,1503748042387,31386112,18844916,5,10,27,55,203
B0926NSRQ3,621,300,1169581406000,1469197332000,33810261,4485077,5,2,12,50,231
B0926QN7V2,395,300,1584418628603,1658264238046,37147756,15209923,17,19,21,28,215
B0926XJC2G,337,300,1233143103000,1625947516806,64537787,378113,24,13,15,54,194
B09273QLS8,384,300,1494385371000,1604848214650,36506561,60154238,31,15,18,32,204
B09275NGDS,621,300,1504577693703,1570147644576,56792941,5100705,28,16,39,36,181
B0927B9YMN,565,300,1626480067464,1666095297311,49958484,22282809,2,4,9,18,267
B0927SP66K,367,300,1597697810069,1675710093307,58691961,19282250,3,2,14,29,252
B092878XG8,1774,300,1279917663000,1368857336000,26093048,33564772,19,18,37,63,163
B09289GKF4,462,300,1507127421291,1630532103611,2472359,36817573,7,5,3,18,267
B0928CX658,1184,300,1597463038722,1616527236330,64460906,40191793,3,0,0,29,268
B0928LN9KY,419,300,1563851144646,1614110805034,41675493,67107189,6,6,14,44,230
B0928XPW4W,451,300,1618505703454,1660101530929,14779194,49407877,52,25,38,34,151
B09292K2C7,813,300,1615073987951,1635954311357,29232452,33827333,15,7,10,38,230
B0929C6WRY,444,300,1634731495847,1663324808906,40731941,22412153,20,8,10,13,249
B0929HGLWY,1339,300,1353389841000,1435200289000,57190444,53899989,50,28,41,77,104
B092CK2YXL,311,300,1528133941284,1675311997636,4356170,64998088,71,41,37,34,117
B092CKWR4P,356,300,1514496967776,1653680267965,30627089,11396848,15,10,9,31,235
B092CQV4RS,308,300,1626211399039,1684938649963,39744371,61714074,29,15,17,28,211
B092CSS6CC,510,300,1472070528000,1603922813416,23663055,15934958,19,17,13,35,216
B092CV6XMN,316,300,1629113848384,1681861575247,8998877,33549019,23,12,32,38,195
B092CW6X9X,405,300,1365111353000,1545423602682,54520608,5650606,39,22,35,63,141
B092CZCDPM,810,300,1559147716810,1597646048245,23022666,23022618,16,15,17,29,223
B092D1KGHW,675,300,1443205165000,1526684940618,43984121,57232687,4,5,5,21,265
B092D1QPVJ,339,300,1172288127000,1615683106933,717103,25530475,6,6,19,54,215
B092D5CXLV,671,300,1545164452642,1613587166351,60342711,66770456,72,16,9,23,180
B092D696P1,493,300,1597339612604,1661560490716,67383209,32991121,12,7,14,30,237
B092D9PYT2,710,300,1567438745671,1631377275906,59406786,5766849,46,14,33,33,174
B092DFZJLR,332,300,1624581096660,1680220650600,60436384,67013942,24,20,16,47,193
B092DTY4CJ,785,300,1462885612000,1508355704733,13540667,37764643,18,15,21,33,213
B092F8L3CK,1111,300,1403625775000,1529874123792,41761395,55012467,10,2,3,22,263
B092FWJFJX,1136,300,1291682211000,1501605354432,57902196,44679867,10,6,6,68,210
B092H3WD4R,358,300,1530507330426,1623307107085,29528438,30223202,15,11,8,27,239
B092HCPM4P,401,300,1505150066863,1645167943733,10176312,59717451,61,22,35,39,143
B092HMCJHX,981,300,1549642233324,1612899777104,51162235,41786857,45,19,28,36,172
B092HYSGPK,421,300,1504817597977,1617205038898,64013010,61976784,30,14,21,32,203
B092J2HB4S,333,300,1498688165675,1641354627969,35096379,18615215,21,12,25,37,205
B092J886NK,332,300,1624288616832,1677288992052,22394885,37143117,11,10,17,31,231
B092JH6CC5,385,300,1567323770649,1646342223332,66946285,24989174,73,27,27,29,144
B092JXCLH3,458,300,1447947807000,1550276916897,52523029,13739176,82,34,38,42,104
B092LX5PDW,353,300,1601713588390,1678362290845,61465373,63506254,32,30,24,43,171
B092M366KR,384,300,1514928519860,1640120350287,6898416,54090252,44,15,19,22,200
B092M7BZS4,495,300,1543897704088,1624901994270,58186046,34420245,57,17,15,21,190
B092MF8VXJ,353,300,1618151851788,1677813918840,60464956,64368189,7,2,6,20,265
B092MHZ1L4,640,300,1588983864603,1630416403381,59845140,7318205,12,6,14,35,233
B092MLNXXP,510,300,1564010072614,1639673955105,48798945,2389709,10,16,14,17,243
B092MMT39R,366,300,1577515607819,1638663768642,61240239,43042631,28,14,16,34,208
B092MTHLKJ,379,300,1441165248000,1559762336319,50046285,32762545,31,17,18,30,204
